work_year,experience_level,employment_type,job_title,salary,salary_currency, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Machine Learning Engineer,172200,USD," $172,200 ",US,0,US,M
2023,EX,FT,Data Engineer,310000,USD," $310,000 ",US,100,US,M
2023,EX,FT,Data Engineer,239000,USD," $239,000 ",US,100,US,M
2023,SE,FT,Data Analyst,125000,USD," $125,000 ",US,0,US,M
2023,SE,FT,Data Analyst,110000,USD," $110,000 ",US,0,US,M
2023,EN,FT,Data Analyst,150000,USD," $150,000 ",US,0,US,M
2023,EN,FT,Data Analyst,100000,USD," $100,000 ",US,0,US,M
2023,SE,FT,Data Scientist,149076,USD," $149,076 ",US,0,US,M
2023,SE,FT,Data Scientist,82365,USD," $82,365 ",US,0,US,M
2023,MI,FT,Data Engineer,146000,USD," $146,000 ",US,0,US,M
2023,MI,FT,Data Engineer,75000,USD," $75,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,139500,USD," $139,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,109400,USD," $109,400 ",US,0,US,M
2023,SE,FT,Data Engineer,139500,USD," $139,500 ",US,0,US,M
2023,SE,FT,Data Engineer,109400,USD," $109,400 ",US,0,US,M
2023,MI,FT,Data Engineer,149600,USD," $149,600 ",US,0,US,M
2023,MI,FT,Data Engineer,102000,USD," $102,000 ",US,0,US,M
2023,MI,FT,Data Analyst,80000,GBP," $97,218 ",GB,0,GB,M
2023,MI,FT,Data Analyst,40000,GBP," $48,609 ",GB,0,GB,M
2023,SE,FT,Data Engineer,252000,USD," $252,000 ",US,0,US,M
2023,SE,FT,Data Engineer,129000,USD," $129,000 ",US,0,US,M
2023,SE,FT,Data Analyst,95000,USD," $95,000 ",US,0,US,M
2023,SE,FT,Data Analyst,85500,USD," $85,500 ",US,0,US,M
2023,SE,FT,Data Analyst,185900,USD," $185,900 ",US,0,US,M
2023,SE,FT,Data Analyst,121700,USD," $121,700 ",US,0,US,M
2023,EN,FT,Research Scientist,150000,USD," $150,000 ",US,0,US,M
2023,EN,FT,Research Scientist,100000,USD," $100,000 ",US,0,US,M
2023,MI,FT,Data Engineer,145000,USD," $145,000 ",US,0,US,M
2023,MI,FT,Data Engineer,125000,USD," $125,000 ",US,0,US,M
2023,MI,FT,Data Scientist,150000,USD," $150,000 ",US,100,US,M
2023,MI,FT,Data Scientist,97750,USD," $97,750 ",US,100,US,M
2023,SE,FT,Data Scientist,201000,USD," $201,000 ",US,0,US,M
2023,SE,FT,Data Scientist,122000,USD," $122,000 ",US,0,US,M
2023,SE,FT,Data Engineer,252000,USD," $252,000 ",US,0,US,M
2023,SE,FT,Data Engineer,129000,USD," $129,000 ",US,0,US,M
2023,SE,FT,Data Analyst,120000,USD," $120,000 ",US,100,US,M
2023,SE,FT,Data Analyst,75000,USD," $75,000 ",US,100,US,M
2023,MI,FT,Data Scientist,116990,USD," $116,990 ",US,100,US,M
2023,MI,FT,Data Scientist,82920,USD," $82,920 ",US,100,US,M
2023,SE,FT,Data Scientist,185900,USD," $185,900 ",US,0,US,M
2023,SE,FT,Data Scientist,129300,USD," $129,300 ",US,0,US,M
2023,MI,FT,Machine Learning Scientist,200000,USD," $200,000 ",US,0,US,S
2023,MI,FT,Machine Learning Scientist,125000,USD," $125,000 ",US,0,US,S
2023,SE,FT,Data Scientist,201000,USD," $201,000 ",US,0,US,M
2023,SE,FT,Data Scientist,122000,USD," $122,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD," $204,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD," $142,200 ",US,0,US,M
2023,SE,FT,Data Manager,155000,USD," $155,000 ",US,0,US,M
2023,SE,FT,Data Manager,140000,USD," $140,000 ",US,0,US,M
2023,MI,FT,Machine Learning Infrastructure Engineer,205920,USD," $205,920 ",US,0,US,M
2023,MI,FT,Machine Learning Infrastructure Engineer,171600,USD," $171,600 ",US,0,US,M
2023,SE,FT,Data Engineer,121500,USD," $121,500 ",US,100,US,M
2023,SE,FT,Data Engineer,78000,USD," $78,000 ",US,100,US,M
2023,MI,FT,Data Engineer,154000,USD," $154,000 ",US,0,US,M
2023,MI,FT,Data Engineer,116000,USD," $116,000 ",US,0,US,M
2023,SE,FT,Data Scientist,190000,USD," $190,000 ",US,0,US,M
2023,SE,FT,Data Scientist,136000,USD," $136,000 ",US,0,US,M
2023,MI,FT,Data Analyst,65000,GBP," $78,990 ",GB,100,GB,M
2023,MI,FT,Data Analyst,36050,GBP," $43,809 ",GB,100,GB,M
2023,SE,FT,Data Analyst,180000,USD," $180,000 ",US,0,US,M
2023,SE,FT,Data Analyst,110000,USD," $110,000 ",US,0,US,M
2023,SE,FT,Data Scientist,275300,USD," $275,300 ",US,100,US,M
2023,SE,FT,Data Scientist,183000,USD," $183,000 ",US,100,US,M
2023,SE,FT,Data Engineer,170000,USD," $170,000 ",US,0,US,M
2023,SE,FT,Data Engineer,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Data Engineer,154000,USD," $154,000 ",US,0,US,M
2023,SE,FT,Data Engineer,116000,USD," $116,000 ",US,0,US,M
2023,SE,FT,Data Engineer,160000,USD," $160,000 ",US,100,US,M
2023,SE,FT,Data Engineer,130000,USD," $130,000 ",US,100,US,M
2023,MI,FT,Data Engineer,200000,USD," $200,000 ",US,0,US,M
2023,MI,FT,Data Engineer,120000,USD," $120,000 ",US,0,US,M
2023,SE,FT,Data Scientist,175000,USD," $175,000 ",US,100,US,M
2023,SE,FT,Data Scientist,160000,USD," $160,000 ",US,100,US,M
2023,MI,FT,Data Engineer,105000,GBP," $127,599 ",GB,0,GB,M
2023,MI,FT,Data Engineer,85000,GBP," $103,294 ",GB,0,GB,M
2023,SE,FT,Data Engineer,153600,USD," $153,600 ",US,0,US,M
2023,SE,FT,Data Engineer,106800,USD," $106,800 ",US,0,US,M
2023,EN,FT,Data Analyst,85000,USD," $85,000 ",US,100,US,M
2023,EN,FT,Data Analyst,75000,USD," $75,000 ",US,100,US,M
2023,SE,FT,Data Scientist,225000,USD," $225,000 ",US,0,US,M
2023,SE,FT,Data Scientist,156400,USD," $156,400 ",US,0,US,M
2023,SE,FT,Analytics Engineer,150000,USD," $150,000 ",US,0,US,M
2023,SE,FT,Analytics Engineer,120000,USD," $120,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD," $163,800 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,126000,USD," $126,000 ",US,0,US,M
2023,SE,FT,Data Analyst,145000,USD," $145,000 ",US,100,US,M
2023,SE,FT,Data Analyst,90000,USD," $90,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD," $204,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD," $142,200 ",US,0,US,M
2023,SE,FT,Data Analyst,95000,USD," $95,000 ",US,0,US,M
2023,SE,FT,Data Analyst,85500,USD," $85,500 ",US,0,US,M
2023,SE,FT,Data Engineer,167500,USD," $167,500 ",US,0,US,M
2023,SE,FT,Data Engineer,106500,USD," $106,500 ",US,0,US,M
2023,SE,FT,Data Engineer,163800,USD," $163,800 ",US,0,US,M
2023,SE,FT,Data Engineer,126000,USD," $126,000 ",US,0,US,M
2023,MI,FT,Data Analytics Manager,155000,USD," $155,000 ",US,0,US,M
2023,MI,FT,Data Analytics Manager,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Research Scientist,250000,USD," $250,000 ",US,0,US,M
2023,SE,FT,Research Scientist,200000,USD," $200,000 ",US,0,US,M
2023,SE,FT,Data Scientist,260000,USD," $260,000 ",US,0,US,M
2023,SE,FT,Data Scientist,186000,USD," $186,000 ",US,0,US,M
2023,SE,FT,Data Engineer,160000,USD," $160,000 ",US,100,US,M
2023,SE,FT,Data Engineer,130000,USD," $130,000 ",US,100,US,M
2023,SE,FT,Research Scientist,200000,USD," $200,000 ",US,0,US,M
2023,SE,FT,Research Scientist,150000,USD," $150,000 ",US,0,US,M
2023,SE,FT,Data Scientist,45000,EUR," $48,289 ",ES,0,ES,M
2023,SE,FT,Data Scientist,36000,EUR," $38,631 ",ES,0,ES,M
2023,SE,FT,Data Scientist,150000,USD," $150,000 ",US,0,US,M
2023,SE,FT,Data Scientist,120000,USD," $120,000 ",US,0,US,M
2023,EN,FT,Data Analyst,30000,USD," $30,000 ",IN,50,IN,M
2023,MI,FT,Research Scientist,185000,USD," $185,000 ",US,0,US,M
2023,MI,FT,Research Scientist,125000,USD," $125,000 ",US,0,US,M
2022,EN,PT,Data Analyst,34320,USD," $34,320 ",US,100,US,S
2022,MI,FT,Business Data Analyst,48000,BRL," $9,289 ",BR,100,BR,M
2023,SE,FT,Head of Data,70000,EUR," $75,116 ",PT,100,PT,L
2022,EX,FT,Data Science Manager,106000,USD," $106,000 ",UZ,0,RU,L
2023,SE,FT,Data Analyst,175000,USD," $175,000 ",US,100,US,M
2023,SE,FT,Data Analyst,130000,USD," $130,000 ",US,100,US,M
2023,SE,FT,Data Analyst,122000,USD," $122,000 ",US,100,US,M
2023,SE,FT,Data Analyst,93800,USD," $93,800 ",US,100,US,M
2023,SE,FT,Data Science Manager,150000,USD," $150,000 ",MX,100,MX,M
2023,SE,FT,Data Science Manager,90000,USD," $90,000 ",MX,100,MX,M
2023,SE,FT,Data Analyst,165000,USD," $165,000 ",US,100,US,M
2023,SE,FT,Data Analyst,112000,USD," $112,000 ",US,100,US,M
2023,EN,FT,Computer Vision Engineer,220000,USD," $220,000 ",US,0,US,M
2023,SE,FT,BI Data Analyst,67000,EUR," $71,897 ",DE,100,DE,M
2023,EN,FT,AI Developer,60000,EUR," $64,385 ",DE,0,DE,M
2023,SE,FT,Machine Learning Engineer,204500,USD," $204,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD," $142,200 ",US,0,US,M
2023,SE,FT,Data Analyst,1300000,INR," $15,806 ",IN,100,IN,S
2023,MI,FT,Machine Learning Engineer,200000,USD," $200,000 ",US,0,US,M
2023,MI,FT,Machine Learning Engineer,175000,USD," $175,000 ",US,0,US,M
2023,SE,FT,Data Engineer,185900,USD," $185,900 ",US,0,US,M
2023,SE,FT,Data Engineer,129300,USD," $129,300 ",US,0,US,M
2023,SE,FT,Data Analyst,185900,USD," $185,900 ",US,0,US,M
2023,SE,FT,Data Analyst,121700,USD," $121,700 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD," $204,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD," $142,200 ",US,0,US,M
2023,MI,FT,Data Scientist,40000,USD," $40,000 ",FR,50,FR,L
2023,SE,FT,Data Science Consultant,1000000,THB," $29,453 ",TH,50,TH,M
2023,SE,FT,Data Analyst,180180,USD," $180,180 ",US,0,US,M
2023,SE,FT,Data Analyst,106020,USD," $106,020 ",US,0,US,M
2023,SE,FT,Data Scientist,136000,USD," $136,000 ",US,100,US,M
2023,SE,FT,Data Scientist,104000,USD," $104,000 ",US,100,US,M
2023,SE,FT,Data Analyst,125000,USD," $125,000 ",US,0,US,M
2023,SE,FT,Data Analyst,110000,USD," $110,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,153400,USD," $153,400 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,122700,USD," $122,700 ",US,0,US,M
2023,EX,FT,Data Engineer,310000,USD," $310,000 ",US,100,US,M
2023,EX,FT,Data Engineer,239000,USD," $239,000 ",US,100,US,M
2023,SE,FT,Data Analyst,152380,USD," $152,380 ",US,0,US,M
2023,SE,FT,Data Analyst,121904,USD," $121,904 ",US,0,US,M
2023,SE,FT,Data Scientist,185900,USD," $185,900 ",US,0,US,M
2023,SE,FT,Data Scientist,129300,USD," $129,300 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD," $247,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD," $172,200 ",US,0,US,M
2023,SE,FT,Data Architect,168400,USD," $168,400 ",US,0,US,M
2023,SE,FT,Data Architect,105200,USD," $105,200 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,128280,USD," $128,280 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,106900,USD," $106,900 ",US,0,US,M
2022,SE,FT,Lead Data Scientist,192000,USD," $192,000 ",US,100,US,L
2023,MI,FT,Data Engineer,140000,USD," $140,000 ",US,0,US,M
2023,MI,FT,Data Engineer,100000,USD," $100,000 ",US,0,US,M
2023,SE,FT,Research Engineer,100000,EUR," $107,309 ",DE,100,DE,S
2023,SE,FT,Research Engineer,80000,EUR," $85,847 ",DE,100,DE,S
2023,SE,FT,Machine Learning Engineer,275000,USD," $275,000 ",DE,0,DE,M
2023,SE,FT,Machine Learning Engineer,174000,USD," $174,000 ",DE,0,DE,M
2023,SE,FT,Data Engineer,139500,USD," $139,500 ",US,0,US,M
2023,SE,FT,Data Engineer,109400,USD," $109,400 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,139500,USD," $139,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,109400,USD," $109,400 ",US,0,US,M
2023,SE,FT,Data Analyst,170500,USD," $170,500 ",US,100,US,M
2023,SE,FT,Data Analyst,85000,USD," $85,000 ",US,100,US,M
2023,SE,FT,Data Manager,60027,GBP," $72,946 ",GB,0,GB,M
2023,SE,FT,Data Manager,44737,GBP," $54,365 ",GB,0,GB,M
2023,EX,FT,Head of Data Science,131899,GBP," $160,288 ",GB,0,GB,M
2023,EX,FT,Head of Data Science,104891,GBP," $127,467 ",GB,0,GB,M
2023,SE,FT,Data Engineer,80000,USD," $80,000 ",US,0,US,M
2023,SE,FT,Data Engineer,65000,USD," $65,000 ",US,0,US,M
2023,SE,FT,Data Engineer,124740,USD," $124,740 ",US,0,US,M
2023,SE,FT,Data Engineer,65488,USD," $65,488 ",US,0,US,M
2023,SE,FT,Data Quality Analyst,72200,USD," $72,200 ",US,0,US,M
2023,SE,FT,Data Quality Analyst,64980,USD," $64,980 ",US,0,US,M
2023,SE,FT,Data Engineer,153600,USD," $153,600 ",US,0,US,M
2023,SE,FT,Data Engineer,106800,USD," $106,800 ",US,0,US,M
2023,SE,FT,Data Analyst,179975,USD," $179,975 ",US,100,US,M
2023,SE,FT,Data Analyst,86466,USD," $86,466 ",US,100,US,M
2023,SE,FT,Data Engineer,120000,USD," $120,000 ",US,0,US,M
2023,SE,FT,Data Engineer,90000,USD," $90,000 ",US,0,US,M
2023,MI,FT,Insight Analyst,42000,GBP," $51,039 ",GB,0,GB,M
2023,MI,FT,Insight Analyst,35000,GBP," $42,533 ",GB,0,GB,M
2023,SE,FT,Data Scientist,149076,USD," $149,076 ",US,0,US,M
2023,SE,FT,Data Scientist,82365,USD," $82,365 ",US,0,US,M
2023,SE,FT,Data Analyst,169000,USD," $169,000 ",US,0,US,M
2023,SE,FT,Data Analyst,110600,USD," $110,600 ",US,0,US,M
2023,SE,FT,Data Science Manager,175000,USD," $175,000 ",US,0,US,M
2023,SE,FT,Data Science Manager,120000,USD," $120,000 ",US,0,US,M
2023,SE,FT,Data Analyst,230000,USD," $230,000 ",US,0,US,M
2023,SE,FT,Data Analyst,180000,USD," $180,000 ",US,0,US,M
2023,SE,FT,Data Analyst,153600,USD," $153,600 ",US,0,US,M
2023,SE,FT,Data Analyst,106800,USD," $106,800 ",US,0,US,M
2023,SE,FT,Data Manager,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Data Manager,120000,USD," $120,000 ",US,0,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD," $205,920 ",US,0,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD," $171,600 ",US,0,US,M
2023,SE,FT,Data Analyst,165000,USD," $165,000 ",US,100,US,M
2023,SE,FT,Data Analyst,125000,USD," $125,000 ",US,100,US,M
2023,SE,FT,Data Engineer,265000,USD," $265,000 ",US,0,US,M
2023,SE,FT,Data Engineer,185000,USD," $185,000 ",US,0,US,M
2023,MI,FT,Applied Machine Learning Engineer,130000,USD," $130,000 ",US,0,US,M
2022,EN,FT,Data Scientist,168000,USD," $168,000 ",US,100,US,M
2023,MI,FT,AI Scientist,36000,EUR," $38,631 ",ES,50,ES,L
2023,SE,FT,Data Analyst,95000,USD," $95,000 ",US,0,US,M
2023,SE,FT,Data Analyst,85500,USD," $85,500 ",US,0,US,M
2023,SE,FT,Data Scientist,147100,USD," $147,100 ",US,0,US,M
2023,SE,FT,Data Scientist,90700,USD," $90,700 ",US,0,US,M
2023,SE,FT,Data Engineer,167580,USD," $167,580 ",US,0,US,M
2023,SE,FT,Data Engineer,87980,USD," $87,980 ",US,0,US,M
2023,SE,FT,Data Engineer,202000,USD," $202,000 ",US,100,US,M
2023,SE,FT,Data Engineer,135000,USD," $135,000 ",US,100,US,M
2023,SE,FT,Data Engineer,163800,USD," $163,800 ",US,0,US,M
2023,SE,FT,Data Engineer,126000,USD," $126,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,163800,USD," $163,800 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,126000,USD," $126,000 ",US,0,US,M
2023,SE,FT,Data Engineer,104000,USD," $104,000 ",US,100,US,M
2023,SE,FT,Data Engineer,65000,USD," $65,000 ",US,100,US,M
2023,SE,FT,Research Engineer,230000,USD," $230,000 ",US,0,US,M
2023,SE,FT,Research Engineer,148000,USD," $148,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,269000,USD," $269,000 ",CA,100,CA,M
2023,SE,FT,Machine Learning Engineer,158000,USD," $158,000 ",CA,100,CA,M
2023,SE,FT,Analytics Engineer,197000,USD," $197,000 ",US,0,US,M
2023,SE,FT,Analytics Engineer,106000,USD," $106,000 ",US,0,US,M
2023,MI,FT,Deep Learning Engineer,150000,USD," $150,000 ",US,100,US,M
2023,MI,FT,Deep Learning Engineer,100000,USD," $100,000 ",US,100,US,M
2023,SE,FT,Data Engineer,290000,USD," $290,000 ",US,100,US,M
2023,SE,FT,Data Engineer,210000,USD," $210,000 ",US,100,US,M
2023,SE,FT,Data Engineer,192000,USD," $192,000 ",US,0,US,M
2023,SE,FT,Data Engineer,172800,USD," $172,800 ",US,0,US,M
2023,SE,FT,Data Scientist,300240,USD," $300,240 ",US,0,US,M
2023,SE,FT,Data Scientist,200160,USD," $200,160 ",US,0,US,M
2023,SE,FT,Data Scientist,300240,USD," $300,240 ",US,0,US,M
2023,SE,FT,Data Scientist,200160,USD," $200,160 ",US,0,US,M
2023,SE,FT,Analytics Engineer,175000,USD," $175,000 ",US,0,US,M
2023,SE,FT,Analytics Engineer,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Data Manager,169000,USD," $169,000 ",US,0,US,M
2023,SE,FT,Data Manager,100000,USD," $100,000 ",US,0,US,M
2023,SE,FT,Data Scientist,370000,USD," $370,000 ",US,0,US,M
2023,SE,FT,Data Scientist,245000,USD," $245,000 ",US,0,US,M
2023,MI,FT,Data Engineer,95000,GBP," $115,447 ",GB,100,GB,L
2023,SE,FT,Data Analyst,110000,USD," $110,000 ",US,100,US,S
2023,SE,FT,Data Analyst,80000,USD," $80,000 ",US,100,US,S
2023,EN,FT,Data Analyst,55000,USD," $55,000 ",US,0,US,M
2023,EN,FT,Data Analyst,48000,USD," $48,000 ",US,0,US,M
2023,SE,FT,Data Analyst,95000,USD," $95,000 ",US,0,US,M
2023,SE,FT,Data Analyst,85000,USD," $85,000 ",US,0,US,M
2023,SE,FT,Data Engineer,137500,USD," $137,500 ",US,100,US,M
2023,SE,FT,Data Engineer,81500,USD," $81,500 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,323300,USD," $323,300 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,184700,USD," $184,700 ",US,0,US,M
2021,MI,FT,AI Scientist,30000,USD," $30,000 ",GH,0,GH,S
2023,SE,FT,Machine Learning Engineer,186000,USD," $186,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,153088,USD," $153,088 ",US,100,US,M
2023,MI,FT,Data Infrastructure Engineer,190000,USD," $190,000 ",US,100,US,M
2023,MI,FT,Data Infrastructure Engineer,160000,USD," $160,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,200000,USD," $200,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD," $150,000 ",US,100,US,M
2023,MI,FT,Data Infrastructure Engineer,190000,USD," $190,000 ",US,0,US,M
2023,MI,FT,Data Infrastructure Engineer,183310,USD," $183,310 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,240000,USD," $240,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,180000,USD," $180,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,200000,USD," $200,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD," $150,000 ",US,100,US,M
2023,SE,FT,Data Science Manager,299500,USD," $299,500 ",US,0,US,M
2023,SE,FT,Data Science Manager,245100,USD," $245,100 ",US,0,US,M
2023,SE,FT,Data Engineer,144000,USD," $144,000 ",US,100,US,M
2023,SE,FT,Data Engineer,66000,USD," $66,000 ",US,100,US,M
2023,MI,FT,Machine Learning Engineer,148500,USD," $148,500 ",US,0,US,M
2023,MI,FT,Machine Learning Engineer,126277,USD," $126,277 ",US,0,US,M
2023,SE,FT,Data Architect,228000,USD," $228,000 ",US,0,US,M
2023,SE,FT,Data Architect,120000,USD," $120,000 ",US,0,US,M
2023,SE,FT,Machine Learning Software Engineer,180000,USD," $180,000 ",US,0,US,M
2023,SE,FT,Machine Learning Software Engineer,90000,USD," $90,000 ",US,0,US,M
2023,SE,FT,Data Scientist,126500,USD," $126,500 ",US,0,US,M
2023,SE,FT,Data Scientist,78000,USD," $78,000 ",US,0,US,M
2023,SE,FT,Data Engineer,180000,USD," $180,000 ",US,0,US,M
2023,SE,FT,Data Engineer,160000,USD," $160,000 ",US,0,US,M
2023,SE,FT,Machine Learning Software Engineer,272000,USD," $272,000 ",US,0,US,M
2023,SE,FT,Machine Learning Software Engineer,170000,USD," $170,000 ",US,0,US,M
2023,MI,FT,Data Analyst,80000,USD," $80,000 ",US,0,US,M
2023,MI,FT,Data Analyst,60000,USD," $60,000 ",US,0,US,M
2023,SE,FT,Data Engineer,259000,USD," $259,000 ",US,100,US,M
2023,SE,FT,Data Engineer,146000,USD," $146,000 ",US,100,US,M
2023,SE,FT,Data Engineer,200000,USD," $200,000 ",US,0,US,M
2023,SE,FT,Data Engineer,160000,USD," $160,000 ",US,0,US,M
2023,EX,FT,Data Engineer,310000,USD," $310,000 ",US,100,US,M
2023,EX,FT,Data Engineer,239000,USD," $239,000 ",US,100,US,M
2023,SE,FT,Data Analyst,142000,USD," $142,000 ",US,100,US,M
2023,SE,FT,Data Analyst,95000,USD," $95,000 ",US,100,US,M
2023,SE,FT,Data Scientist,155000,USD," $155,000 ",US,0,US,M
2023,SE,FT,Data Scientist,139500,USD," $139,500 ",US,0,US,M
2023,MI,FT,Data Engineer,140000,USD," $140,000 ",US,100,US,M
2023,MI,FT,Data Engineer,120000,USD," $120,000 ",US,100,US,M
2023,SE,FT,Data Engineer,259000,USD," $259,000 ",US,100,US,M
2023,SE,FT,Data Engineer,146000,USD," $146,000 ",US,100,US,M
2023,MI,FT,Data Analyst,90000,GBP," $109,371 ",HR,0,HR,M
2023,MI,FT,Data Analyst,60000,GBP," $72,914 ",HR,0,HR,M
2023,EN,PT,Data Analyst,78000,PLN," $17,779 ",PL,100,IN,L
2023,EN,FT,Data Scientist,101400,BRL," $19,522 ",BR,100,BR,L
2023,SE,FT,Data Science Lead,247500,USD," $247,500 ",US,0,US,M
2023,SE,FT,Data Science Lead,172200,USD," $172,200 ",US,0,US,M
2023,SE,FT,Data Scientist,225000,USD," $225,000 ",US,0,US,M
2023,SE,FT,Data Scientist,156400,USD," $156,400 ",US,0,US,M
2023,SE,FT,Data Engineer,139500,USD," $139,500 ",US,0,US,M
2023,SE,FT,Data Engineer,109400,USD," $109,400 ",US,0,US,M
2023,MI,FT,Data Engineer,125000,USD," $125,000 ",US,0,US,M
2023,MI,FT,Data Engineer,90000,USD," $90,000 ",US,0,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,100000,EUR," $107,309 ",FR,100,FR,M
2023,SE,FT,Machine Learning Infrastructure Engineer,70000,EUR," $75,116 ",FR,100,FR,M
2023,SE,FT,Data Scientist,185900,USD," $185,900 ",US,0,US,M
2023,SE,FT,Data Scientist,129300,USD," $129,300 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,139500,USD," $139,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,109400,USD," $109,400 ",US,0,US,M
2023,SE,FT,Data Analyst,120000,USD," $120,000 ",US,100,US,M
2023,SE,FT,Data Analyst,75000,USD," $75,000 ",US,100,US,M
2023,SE,FT,Data Analyst,169000,USD," $169,000 ",US,0,US,M
2023,SE,FT,Data Analyst,110600,USD," $110,600 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,288000,USD," $288,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,140000,USD," $140,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,288000,USD," $288,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,140000,USD," $140,000 ",US,100,US,M
2023,MI,FT,Data Engineer,120000,USD," $120,000 ",US,0,US,M
2023,MI,FT,Data Engineer,90000,USD," $90,000 ",US,0,US,M
2023,MI,FT,Data Science Lead,60000,GBP," $72,914 ",GB,0,GB,M
2023,MI,FT,Data Science Lead,50000,GBP," $60,761 ",GB,0,GB,M
2023,SE,FT,Data Scientist,215050,USD," $215,050 ",US,100,US,M
2023,SE,FT,Data Scientist,156400,USD," $156,400 ",US,100,US,M
2023,SE,FT,Data Architect,198000,USD," $198,000 ",US,100,US,M
2023,SE,FT,Data Architect,114000,USD," $114,000 ",US,100,US,M
2023,EN,FT,Data Analyst,75000,USD," $75,000 ",US,100,US,M
2023,EN,FT,Data Analyst,60000,USD," $60,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD," $204,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD," $142,200 ",US,0,US,M
2023,SE,FT,Data Scientist,209300,USD," $209,300 ",US,100,US,M
2023,SE,FT,Data Scientist,182200,USD," $182,200 ",US,100,US,M
2023,SE,FT,Data Manager,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Data Manager,120000,USD," $120,000 ",US,0,US,M
2022,EN,FT,Data Scientist,85000,USD," $85,000 ",US,0,US,M
2023,MI,FT,Machine Learning Engineer,40000,GBP," $48,609 ",GB,100,GB,M
2023,EN,FT,Research Engineer,120000,USD," $120,000 ",GB,100,GB,M
2023,EN,FT,Research Engineer,60000,USD," $60,000 ",GB,100,GB,M
2023,SE,FT,Machine Learning Engineer,147100,USD," $147,100 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,90700,USD," $90,700 ",US,0,US,M
2023,SE,FT,Data Engineer,230000,USD," $230,000 ",US,0,US,M
2023,SE,FT,Data Engineer,170000,USD," $170,000 ",US,0,US,M
2023,SE,FT,Data Analyst,227000,USD," $227,000 ",US,0,US,M
2023,SE,FT,Data Analyst,108000,USD," $108,000 ",US,0,US,M
2023,SE,FT,Data Engineer,180000,USD," $180,000 ",US,100,US,M
2023,SE,FT,Data Engineer,160000,USD," $160,000 ",US,100,US,M
2023,SE,FT,Data Architect,180000,USD," $180,000 ",US,100,US,M
2023,SE,FT,Data Architect,160000,USD," $160,000 ",US,100,US,M
2023,SE,FT,Data Engineer,180000,USD," $180,000 ",US,0,US,M
2023,SE,FT,Data Engineer,130000,USD," $130,000 ",US,0,US,M
2023,SE,FT,Data Analyst,52000,EUR," $55,800 ",ES,100,ES,M
